sentence,likelihood
What's the big problem?,-15.625
Something bad happened.,-15.625
You got it all wrong.,-15.625
"Hi, my name is Ms.",-15.625
Dustin!,-15.625
Where's your team?,-15.625
Mmmmph!,-15.625
You think you can do better?,-15.625
These are.,-15.625
I need to get away.,-15.625
George R.,-15.625
Franny!,-15.625
Will you read my book?,-15.625
You know what's really frustrating?,-15.625
Text?,-15.625
Sven!,-15.625
I want a drink.,-15.625
You're in my spot!,-15.625
Your house?,-15.625
I love dancing.,-15.625
Joking?,-15.625
It's my birthday tomorrow.,-15.625
I know your mom.,-15.625
You hear me?,-15.625
"Why, Jesus?",-15.625
I know how you are.,-15.625
Grammy!,-15.625
Can you turn that music down?,-15.625
Look at my dress!,-15.625
Do you want a baby?,-15.625
It was a joke!,-15.625
Can you do it for me?,-15.625
Can I have your jacket?,-15.625
You are lucky.,-15.625
Scar!,-15.625
Stop being so gay!,-15.625
Keep fighting.,-15.625
"What's up, teacher?",-15.625
Are we gonna go?,-15.625
"Alright, what's next?",-15.625
A plane?,-15.625
Sal!,-15.625
I'm just being me.,-15.625
"Bye, honey.",-15.625
You know what we do?,-15.625
Rusty!,-15.625
Lean in.,-15.625
Everybody else has one.,-15.625
A dance?,-15.625
Happy Holidays!,-15.625
I wanna be famous.,-15.625
Turn back!,-15.625
Just go do it.,-15.625
I had an abortion.,-15.625
You should get married.,-15.625
I feel so uncomfortable.,-15.625
All of us.,-15.625
"No, you can't do it.",-15.625
I'm really unhappy.,-15.625
Can we just leave?,-15.625
"Oh, you're funny.",-15.625
This kid?,-15.625
Alpha!,-15.625
I've been here forever.,-15.625
"Like, whatever, man.",-15.625
You know you're gay?,-15.625
What's your.,-15.625
Is it something I did?,-15.625
"Oh, I'm thirsty.",-15.625
No boyfriends.,-15.625
I have my reasons.,-15.625
I am free.,-15.625
I got cancer.,-15.625
How can you eat all that?,-15.625
Clean!,-15.625
It's your book.,-15.625
That outfit?,-15.625
I'm not lazy.,-15.625
What's in my bag?,-15.625
I can understand that.,-15.625
Get off my blog!,-15.625
"Oh, phew!",-15.625
Homemade?,-15.625
Respect.,-15.625
I'm only 23.,-15.625
Hana!,-15.625
Only?,-15.625
Where are.,-15.625
I want a new phone.,-15.625
Why do you hate it?,-15.625
What the hay?,-15.625
Is that us?,-15.625
"Oh, do you have a boyfriend?",-15.625
I'll stay.,-15.625
"Hey, I want this.",-15.625
Is it a boy?,-15.625
You killed my son!,-15.625
Hazel!,-15.625
You're a leader.,-15.625
Uhhm.,-15.625
Where's my car keys?,-15.625
I do everything for you.,-15.625
Do they know?,-15.625
I hate this city.,-15.625
"Come on, Jo.",-15.625
Devin!,-15.625
You have to be kidding.,-15.625
Tell it!,-15.625
Dear Mom.,-15.625
Can't wait to see you!,-15.625
Hey me!,-15.625
I know this place.,-15.625
Get a clue!,-15.625
What do you want me to eat?,-15.625091552734375
Don't you want to have kids?,-15.6253662109375
Don't you want to know what happened?,-15.6253662109375
What the f*ck is this?,-15.62548828125
"Oh, well, Mr.",-15.62548828125
"Wait, Dr.",-15.62548828125
"Oh, I don't really know.",-15.625732421875
Did Mrs.,-15.625732421875
"Well, 0.",-15.6259765625
G'day!,-15.6259765625
Did you find something?,-15.6259765625
I know Dr.,-15.6259765625
Yeaaaaaah.,-15.6259765625
"Girl, what the hell?",-15.6259765625
"Baby, you know I love you.",-15.6259765625
"Mama, where are we going?",-15.6259765625
"Whatever, I don't really care.",-15.6260986328125
This is going to be hard.,-15.626220703125
Why can't I get laid?,-15.626220703125
What are you guys doing to me?,-15.62646484375
Are you doing anything later?,-15.62646484375
What are you leaving for?,-15.62646484375
That's a boy's name!,-15.62646484375
Are you a genius?,-15.62646484375
"Are you okay, baby?",-15.62646484375
Are you sure you don't need any help?,-15.62652587890625
Happy Independence Day!,-15.626708984375
"Hey, it's great to see you.",-15.626708984375
Didn't you see?,-15.62677001953125
I didn't realize that.,-15.62689208984375
What you gonna do about it?,-15.626953125
I know that you know that I know.,-15.626953125
"Yeah, yeah, that's great.",-15.626953125
"Dude, what were you thinking?",-15.626953125
You know what the worst part is?,-15.626953125
How did you find that out?,-15.626953125
"God, are you kidding me?",-15.626953125
We need to talk about this.,-15.626953125
What's keeping you up?,-15.626953125
What are you going to watch?,-15.626953125
"Yeah, that's my boyfriend.",-15.626953125
You should check this out.,-15.626953125
"Oh my God, what are you guys doing?",-15.626953125
What time did you leave?,-15.626953125
What are you going to sing?,-15.626953125
"Dude, what time is it?",-15.626953125
"Yeah, it's hot.",-15.626953125
Who even is this person?,-15.626953125
How do you say it?,-15.626953125
I can't wait any longer.,-15.626953125
How do you play?,-15.626953125
Why won't you come out?,-15.62725830078125
Don't you have anything new?,-15.6273193359375
Don't talk about me.,-15.6273193359375
Go to Mr.,-15.62744140625
It's going to be fun.,-15.62744140625
Have you ever done that?,-15.62744140625
Of course it's not.,-15.62744140625
"Sorry, who are you?",-15.6279296875
I'm not going to bed.,-15.6279296875
"Mommy, you're ugly!",-15.6279296875
I'm not going to be there.,-15.6279296875
It doesn't look good.,-15.6279296875
How do you know it's you?,-15.6279296875
"Mommy, it hurts.",-15.6279296875
I can't feel my feet.,-15.6279296875
"Okay, I'm outta here.",-15.6279296875
"No, I can't eat that.",-15.6279296875
I'm not going to talk about it.,-15.6279296875
I just couldn't do it.,-15.6280517578125
"OMG, what happened?",-15.62841796875
I'm not goin'.,-15.62841796875
What's the 411?,-15.62872314453125
"Really, boys?",-15.62890625
"No, Jen.",-15.62890625
Can I keep her?,-15.62890625
Where is my camera?,-15.62890625
Can I see your bra?,-15.62890625
We can't eat this.,-15.62890625
This is my man.,-15.62890625
"Eat it, eat it!",-15.62890625
This is my company.,-15.62890625
"No, I want that.",-15.62890625
"Here you go, buddy.",-15.62890625
I don't need a ride.,-15.62890625
Why are you wearing shorts?,-15.62890625
"You know what, James?",-15.62890625
That's my phone!,-15.62890625
"Hi, I'm Christine.",-15.62890625
"Hello, Michael.",-15.62890625
Can I sing with you?,-15.62890625
"My, how you've grown!",-15.62890625
Do you want to see my tattoo?,-15.62890625
Do you want to go upstairs?,-15.62890625
Wanna come hang out?,-15.62890625
This is my show.,-15.62890625
Take off your hat.,-15.62890625
"Hm, okay.",-15.62890625
Why are you still crying?,-15.62890625
"No, I'm not coming.",-15.62890625
"Yo, what you doing?",-15.62890625
You wanna see my boobs?,-15.62890625
Oh Timmy!,-15.62890625
"OK, your turn.",-15.62890625
When did you come back?,-15.62890625
"Oh, he's gay.",-15.62890625
"Let's go, girls!",-15.62890625
Can you believe this girl?,-15.62890625
Come here for a second.,-15.62890625
I don't need glasses.,-15.62890625
Stay with me tonight.,-15.62890625
"Mom, I need a bra.",-15.62890625
Why are you making that?,-15.62890625
"Look, see?",-15.62890625
This makes me happy.,-15.62890625
Guardians of the Galaxy Vol.,-15.62890625
"That's cool, man.",-15.62890625
This is your homework.,-15.62890625
I have to get back to work.,-15.62890625
How can you afford to do that?,-15.62890625
"Hi, I'm Sara.",-15.62890625
Do you want to go to the bathroom?,-15.62890625
It's my last year.,-15.62890625
This is my bed.,-15.62890625
"Hey, I gotta go.",-15.62890625
Is that too much?,-15.62890625
"Dude, what is your problem?",-15.62890625
Be on time!,-15.62890625
"Whatever, Jason.",-15.62890625
Now do you believe me?,-15.62890625
Why are you so silent?,-15.62890625
Can I have your money?,-15.62890625
Do you want to go on a walk?,-15.62890625
Come party with us!,-15.62890625
I'm not sure this is a good idea.,-15.62890625
What does he think he's doing?,-15.62890625
You should write a blog.,-15.62890625
Take out the garbage.,-15.62890625
Hormones!,-15.62890625
This'll never work.,-15.62890625
"Yeah, no shit, Sherlock.",-15.62890625
What does she think she's doing?,-15.62890625
Let's go ice skating!,-15.62890625
So what happens next?,-15.62890625
What's your life like?,-15.62890625
What's the point of living?,-15.62890625
Here's the answer.,-15.62890625
"Good morning, ladies.",-15.62890625
"No, do it again.",-15.62890625
Let's go out to lunch.,-15.62890625
This is her.,-15.62890625
Let's go to Mexico!,-15.62890625
"Oh, sorry, honey.",-15.62890625
What's my favorite song?,-15.62890625
When is the baby coming?,-15.62890625
Here's the assignment.,-15.62890625
Who's paying for this?,-15.62890625
What does it matter to you?,-15.62890625
This is the worst day ever!,-15.62890625
Bootylicious!,-15.62933349609375
You want me to leave?,-15.62939453125
"No, no, no, Mr.",-15.629638671875
Lenny Kravitz?,-15.629751205444336
"Well, it's a long story.",-15.6298828125
It's time for you to go.,-15.6298828125
Did you put something in my drink?,-15.6298828125
"Scott, what are you doing?",-15.6298828125
I just don't love you anymore.,-15.6298828125
"Well, open it.",-15.6298828125
"No, I really don't want to.",-15.6298828125
"Okay, Rachel.",-15.6298828125
Show me something.,-15.6298828125
Whatcha drawing?,-15.6298828125
I'm so sick right now.,-15.62994384765625
Aren't you going to say hi?,-15.6300048828125
"I don't want to do this, I don't want to do that.",-15.630126953125
I get this a lot.,-15.630126953125
Haven't I met you before?,-15.63018798828125
Does this make my ass look big?,-15.63031005859375
What are you gonna get him?,-15.63037109375
"Mommy, will you play with me?",-15.63037109375
What are you writing here?,-15.63037109375
"Hey, what do you need?",-15.63037109375
I'll give you $50.,-15.63037109375
"What are you doing, son?",-15.63037109375
What are you signing?,-15.63037109375
Are you ready for dinner?,-15.63037109375
"He loves me, he loves me not.",-15.630615234375
Why don't you just go home?,-15.630767822265625
Why don't you just ask her?,-15.630767822265625
I ain't doing it.,-15.63079833984375
"Hey, it's not my fault.",-15.630859375
Can I take a picture with you guys?,-15.630859375
Where do you sit?,-15.630859375
You goin'?,-15.630859375
"Oh, can I sit here?",-15.630859375
What did you guys eat?,-15.630859375
What the fuck you talking about?,-15.630859375
How did you get like that?,-15.630859375
"Oh yeah, that guy.",-15.630859375
"Hey, it's just a movie.",-15.630859375
What did you write about me?,-15.630859375
How do you know his name?,-15.630859375
"Uh, yeah, honey.",-15.630859375
"Mama, really?",-15.630859375
I'm not in the mood for this.,-15.630859375
Do you want coffee or tea?,-15.630859375
What the hell are you doing with that?,-15.630859375
I like Dr.,-15.630859375
"Mhm, mhm.",-15.631011962890625
I'll always be there for you.,-15.63134765625
What do you do in your spare time?,-15.63134765625
Have you heard of it?,-15.63134765625
So what are you guys going to do?,-15.6314697265625
"Well, I don't like it.",-15.631591796875
"Well, what'd you do?",-15.6318359375
Did you make this for me?,-15.6318359375
You're not one of us.,-15.6318359375
I just got out of the shower.,-15.6318359375
"Man, it's cold.",-15.6318359375
"Um, I'm not sure.",-15.6318359375
You're such a slut!,-15.6318359375
"Mommy, where is Daddy?",-15.6318359375
"Jonathan, what are you doing?",-15.632080078125
Isn't this so cool?,-15.63214111328125
Isn't it hot in here?,-15.63214111328125
Move to L.,-15.63232421875
Why is that so important to you?,-15.63232421875
Why are you beating yourself up?,-15.63232421875
How many times do I have to say it?,-15.63238525390625
What kind of doctor are you?,-15.63250732421875
What are you up to today?,-15.632568359375
"Uh, no, I don't think so.",-15.63262939453125
Who are ya?,-15.6328125
"Oh, okay, sorry.",-15.6328125
What's this number?,-15.6328125
You should tell him.,-15.6328125
Do something about it!,-15.6328125
You can't quit!,-15.6328125
Take a walk.,-15.6328125
But you're married!,-15.6328125
"Thank you, I appreciate that.",-15.6328125
This dress is awesome!,-15.6328125
I'm moving in.,-15.6328125
I'm Steve.,-15.6328125
I'm so big.,-15.6328125
I'm exercising.,-15.6328125
Who's Jack?,-15.6328125
Do you want to go to the pool?,-15.6328125
Is there anything?,-15.6328125
Can I have a car?,-15.6328125
"Oh, you're having a baby?",-15.6328125
"Yeah, Bob.",-15.6328125
You're not fine.,-15.6328125
You look pale.,-15.6328125
How come you're so quiet?,-15.6328125
What's that in your pocket?,-15.6328125
Hold it right there.,-15.6328125
A steak?,-15.6328125
It's your dad.,-15.6328125
Karate?,-15.6328125
You know what we're doing?,-15.6328125
Is this your birthday?,-15.6328125
It's online.,-15.6328125
"Oh, Tracy.",-15.6328125
Can I go there?,-15.6328125
I'm scared of heights.,-15.6328125
"I love you, sweetheart.",-15.6328125
I cannot eat that.,-15.6328125
"Oh, what the heck?",-15.6328125
Hi momma!,-15.6328125
What is food?,-15.6328125
"Oh, heavens!",-15.6328125
"Wait a minute, guys.",-15.6328125
Can I have a dog?,-15.6328125
We're not ready.,-15.6328125
Is she hot?,-15.6328125
What a stupid question.,-15.6328125
I worship you.,-15.6328125
What you thinkin' about?,-15.6328125
Who's Jim?,-15.6328125
You're all crazy!,-15.6328125
Just one bite.,-15.6328125
Whattttt?,-15.6328125
I like your car.,-15.6328125
"Oh, you want me?",-15.6328125
But I'm a Christian!,-15.6328125
Get off my dick!,-15.6328125
A thief?,-15.6328125
A sister?,-15.6328125
Do you want water?,-15.6328125
I'm not shy.,-15.6328125
You're probably right.,-15.6328125
I want you back.,-15.6328125
Where's your girl?,-15.6328125
I love your husband.,-15.6328125
Can I eat something?,-15.6328125
Where's my fish?,-15.6328125
"I'm out, man.",-15.6328125
You guys are my family.,-15.6328125
I'm not sure I can do it.,-15.6328125
I'm not a racist.,-15.6328125
Do you have any coupons?,-15.6328125
Whaaaaaaaaaaaaaat?,-15.6328125
We're on vacation.,-15.6328125
What's this box?,-15.6328125
I'm not even talking to you.,-15.6328125
You must be.,-15.6328125
You married me.,-15.6328125
I thought you were taller.,-15.6328125
Maybe I should.,-15.6328125
I'm not talking about you.,-15.6328125
What's my point?,-15.6328125
I'm just not sure.,-15.6328125
Why did you die?,-15.6328125
Are we fighting?,-15.6328125
It's not weird.,-15.6328125
You have to see this movie.,-15.6328125
I love your house.,-15.6328125
Look at her hair!,-15.6328125
It's a toy.,-15.6328125
"Hey, you look great!",-15.6328125
I'm tiny.,-15.6328125
You're not ready for this.,-15.6328125
"Yeah, it was fun.",-15.6328125
You fucking idiot!,-15.6328125
"Oh, I'm married.",-15.6328125
It's only $10!,-15.6328125
Some other time.,-15.6328125
"No, she's fine.",-15.6328125
Can he dance?,-15.6328125
Can we do this later?,-15.6328125
Are we late?,-15.6328125
"Wow, I've never seen that before.",-15.6328125
Where's your home?,-15.6328125
What the hell are these things?,-15.6328125
Let me call you back.,-15.6328125
"Oh, son.",-15.6328125
You can't come here.,-15.6328125
What can I get?,-15.6328125
Do you want to go get some food?,-15.6328125
What's happening in here?,-15.6328125
I fucking love you.,-15.6328125
"What's for breakfast, Mom?",-15.6328125
It's just so.,-15.6328125
They love you.,-15.6328125
Can we go faster?,-15.6328125
"Come on, you know what I mean.",-15.6328125
I miss my mommy.,-15.6328125
"I get it, you know?",-15.6328125
But it was fun!,-15.6328125
Will you do it for me?,-15.6328125
Get on the phone!,-15.6328125
Just ignore me.,-15.6328125
Where's your mum?,-15.6328125
"Oh, you're out?",-15.6328125
"Oh, you sure?",-15.6328125
Do you want any of these?,-15.6328125
"Yeah, you're crazy.",-15.6328125
Heyooo!,-15.6328125
Who's this man?,-15.6328125
It's her fault.,-15.6328125
What's your age again?,-15.6328125
Harder!,-15.6328125
Math is so hard!,-15.6328125
What's for Christmas?,-15.6328125
You dumb bitch.,-15.6328125
Do you know where I'm from?,-15.6328125
Kaitlin!,-15.6328125
Can we break up?,-15.6328125
I'm sure you are.,-15.6328125
